id,date,text,favorites,retweets
4722,2020-02-15,"RT @TeamTrump: From DAY ONE, President @realDonaldTrump fought to give Border Patrol Agents the resources they need.

The results have been…",0,4373
4736,2020-02-15,"RT @TeamTrump: Not one more life should be stolen by a Sanctuary City.

President @realDonaldTrump is calling on Congress to give American…",0,7090
4738,2020-02-15,"Years ago the Democrats had the money to build the Wall, but they didn’t have any idea how to get it done. I am building it bigger and better than ever thought possible! https://t.co/VMioZcRPfj",65781,15823
4971,2020-02-15,"RT @SenJoniErnst: With 225,000 jobs created last month alone, the U.S. economy is continuing to fire on all cylinders! https://t.co/T3q907W…",0,6327
4957,2020-02-15,"RT @SenateGOP: On the Senate Floor, Chairman @SenJohnBarrasso:

A Socialist is now the front-runner for the Democrat nomination for preside…",0,5593
4956,2020-02-15,"RT @SenJohnThune: Thanks to GOP economic policies, more Americans are working, &amp; the economy is thriving. While the larger economy continue…",0,4869
4987,2020-02-15,"RT @SenJohnThune: While Dems continue to peddle their socialist fantasies, GOP economic policies have made life better for Americans.

And…",0,8073
4944,2020-02-15,"RT @SenToddYoung: As the latest #jobs report shows – tax relief, regulatory reform, and trade deals like #USMCA are fueling our economy &amp; p…",0,6734
4943,2020-02-15,"RT @senatemajldr: Senate Democrats spent years saying “when it comes to Iran, we should never take the military option off the table.”

But…",0,11865
5045,2020-02-15,RT @ChuckGrassley: The Senate is back to wrk for the American ppl This wk 4 district court judges nominated by @realDonaldTrump were confir…,0,6380
4942,2020-02-15,RT @SenatorTimScott: Joined @cvpayne on @FoxBusiness this afternoon to talk about how my Opportunity Zones are working across the nation fo…,0,7887
4911,2020-02-15,"RT @senatemajldr: #OnThisDay in 1809, Kentucky native Abraham Lincoln was born. Join me in celebrating the life of our 16th president. http…",0,4911
4910,2020-02-15,"RT @SenateGOP: Chairman @SenJohnBarrasso:

60% of Americans say they are financially better off now than they were a year ago.

And over 70…",0,6156
4958,2020-02-15,"RT @SenateGOP: ʀᴇᴍɪɴᴅᴇʀ

In killing Soleimani, @realdonaldtrump eliminated a terrorist mastermind who had been responsible for more America…",0,5802
4899,2020-02-15,"RT @SenRickScott: Florida’s African American community has made everlasting contributions to our state’s past, present and future. 

Togeth…",0,3425
4898,2020-02-15,"RT @SenateGOP: This February, we celebrate #BlackHistoryMonth to honor the successes, contributions, and advancements of African Americans…",0,3300
4883,2020-02-15,RT @SenJohnBarrasso: Economic freedom and free markets: Those are the engines of our economy. Socialism is an enemy of our economy. I think…,0,4542
4882,2020-02-15,"RT @SenateGOP: While Democrats fumble around, a BLUE-COLLAR BOOM continues!

WATCH: https://t.co/33YErQvDPw",0,5138
4773,2020-02-15,"RT @GOPChairwoman: While Democrats have tried to obstruct at every turn, @realDonaldTrump has nominated, and the Senate has confirmed 192 A…",0,8143
4867,2020-02-15,"RT @SenateGOP: → Over 7 million new jobs

→ 50-year low unemployment

→ Wages continue to rise

No wonder Democrats are struggling to expla…",0,4361
4799,2020-02-15,BIG PROGRESS! https://t.co/DfWA7FRSGQ,36214,8934
4814,2020-02-15,"RT @ericbolling: Early on in 2015.. I saw something in  @realDonaldTrump and I predicted his win.

Some are trying to do the same thing...…",0,5465
4788,2020-02-15,"Remember, will be at Daytona 500 tomorrow!",133614,19742
5285,2020-02-15,RT @SenRubioPress: Human trafficking remains an urgent human rights crisis and we must work together to #EndIt for good. Sen. Rubio joins t…,0,4291
4840,2020-02-15,"Thank you to @JackBrewerBSI for your kind words on the great progress we have made on our powerful African-American Agenda. For one, lowest unemployment numbers in USA history. Many other great records!  @foxandfriends  @FoxNews",43603,9887
4827,2020-02-15,RT @WhiteHouse: President @realDonaldTrump's USMCA will have a tremendous effect on GDP! https://t.co/y3hQfuj8oy,0,5670
4854,2020-02-15,"RT @SenateRPC: Almost a month ago, the Senate passed, and @POTUS signed, #USMCA. This agreement brought our country’s trade into the 21st c…",0,3731
4865,2020-02-15,"RT @senatemajldr: In order to politically attack one President they do not like, Washington Democrats proved willing to attack our underlyi…",0,12367
4774,2020-02-15,"RT @GOPChairwoman: .@realDonaldTrump’s policies have kicked America’s economic engine into high gear:
 
Last month marked the 23rd consecut…",0,4595
4750,2020-02-15,"RT @WhiteHouse: From day one, President @realDonaldTrump has fought to give our Border Patrol the resources they need. 

The results have b…",0,5242
4866,2020-02-15,"RT @SenateGOP: American workers are WINNING, and the numbers prove it.

See for yourself! 👇 https://t.co/dFQfaMYXQC",0,3579
5286,2020-02-15,RT @SenMcSallyAZ: Over 60% of Americans feel optimistic about the economy &amp; the future. The economic boom under @POTUS is real. https://t.c…,0,5134
4798,2020-02-15,RT @WhiteHouse: President @realDonaldTrump and @FLOTUS welcomed the President and First Lady of Ecuador to the White House this week! 🇺🇸🇪🇨…,0,4863
5000,2020-02-16,Getting ready to go to the Daytona 500. Will be GREAT!,180687,23456
5013,2020-02-16,"Last week the Fake News said that a section of our powerful, under construction, Southern Border Wall “fell over”, trying to make it sound terrible, except the reason was that the concrete foundation was just poured &amp; soaking wet when big winds kicked in. Quickly fixed “forever”.",149362,28660
610,2020-02-17,RT @realDonaldTrump: #DAYTONA500 https://t.co/fT8L0EZqXh,0,55144
591,2020-02-17,"“They tried to Impeach the President eight times before this last Impeachment trial that we went through. In Arizona, people are tired of their obstruction, their investigations, and their Impeachments. They want them to get to work.” @SenMcSallyAZ  @foxandfriends  Thanks Martha",95746,20836
5057,2020-02-17,RT @SharylAttkisson: Trump makes presidential history at Daytona 500 race https://t.co/PS2Lxd3Szp https://t.co/aBXvvm1jvF,0,7575
5184,2020-02-17,"....ever. Had to rebuild our military, which was totally depleted. Fed Rate UP, taxes and regulations WAY DOWN. If Dems won in 2016, the USA would be in big economic (Depression?) &amp; military trouble right now. THE BEST IS YET TO COME. KEEP AMERICA GREAT!",101795,22436
5074,2020-02-17,"RT @JenniferJJacobs: Trump gave remarks at the Daytona 500 pre-race ceremony, stood on the track for the national anthem and prayer, and ga…",0,5968
5089,2020-02-17,RT @meridithmcgraw: Scenes from President Trump’s visit to Daytona 500 https://t.co/CbbXtjgvRA,0,6611
5103,2020-02-17,"RT @CBSNews: Trump praised ""pure American glory"" at Daytona 500 before taking lap in ""The Beast"" https://t.co/PkbYRCQIsB https://t.co/HYCfm…",0,6539
5121,2020-02-17,RT @NASCAR: The President of the United States gives the command for the 2020 #DAYTONA500. https://t.co/YJgX6vwmon,0,16141
5134,2020-02-17,HAPPY PRESIDENT’S DAY!,341157,42976
5169,2020-02-17,https://t.co/MQWM6Y9c4D,97209,24633
5179,2020-02-17,"Did you hear the latest con job? President Obama is now trying to take credit for the Economic Boom taking place under the Trump Administration. He had the WEAKEST recovery since the Great Depression, despite Zero Fed Rate &amp; MASSIVE quantitative easing. NOW, best jobs numbers....",180389,40984
5027,2020-02-17,#DAYTONA500 https://t.co/fT8L0EZqXh,257278,55144
5147,2020-02-17,Completion of the Daytona 500 on Fox Network now. Enjoy!,82971,11515
5378,2020-02-18,"The United States cannot, &amp; will not, become such a difficult place to deal with in terms of foreign countries buying our product, including for the always used National Security excuse, that our companies will be forced to leave in order to remain competitive. We want to sell...",15211,4040
5526,2020-02-18,"Chris Jacobs will be a great Congressman who will always fight for the people of New York. He supports our #MAGA Agenda, will continue to Secure Our Border, Loves our Military, Vets, and is Strong on the #2A. Chris has my Complete Endorsement for the Special Election on 4/28!",41496,10342
5393,2020-02-18,....THE UNITED STATES IS OPEN FOR BUSINESS!,2951,830
5477,2020-02-18,"“Judge Jackson now has a request for a new trial based on the unambiguous &amp; self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, you’re a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the....",55253,14149
5562,2020-02-18,"...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A &amp; more, I would be at 70%. Oh well, what can you do? https://t.co/tJIrhvLcIk",19534,5116
5261,2020-02-18,"RT @NASCARONFOX: Here is the final lap of the Daytona 500 in which Ryan Newman's car was flipped at the line. 

We will continue to keep yo…",0,15792
5202,2020-02-18,"Praying for Ryan Newman, a great and brave @NASCAR driver! #PrayingForRyan",153293,26124
5404,2020-02-18,"....I have seen some of the regulations being circulated, including those being contemplated by Congress, and they are ridiculous. I want to make it EASY to do business with the United States, not difficult. Everyone in my Administration is being so instructed, with no excuses...",747,231
5406,2020-02-18,"“Judge Jackson now has a request for a new trial based on the unambiguous &amp; self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, you’re a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the....",2,831
5553,2020-02-18,"What Mini Mike is doing is nothing less than a large scale illegal campaign contribution. He is “spreading” money all over the place, only to have recipients of his cash payments, many former opponents, happily joining or supporting his campaign. Isn’t that called a payoff? .....",101221,24349
5414,2020-02-18,....THE UNITED STATES IS OPEN FOR BUSINESS!,35996,8910
5415,2020-02-18,"....I have seen some of the regulations being circulated, including those being contemplated by Congress, and they are ridiculous. I want to make it EASY to do business with the United States, not difficult. Everyone in my Administration is being so instructed, with no excuses...",31914,7687
5375,2020-02-18,"....product and goods to China and other countries. That’s what trade is all about. We don’t want to make it impossible to do business with us. That will only mean that orders will go to someplace else. As an example, I want China to buy our jet engines, the best in the World....",5377,1589
5212,2020-02-18,"RT @Jim_Jordan: The “Whistleblower” who started the impeachment sham was biased against the President, worked with Joe Biden, and met with…",0,21912
5538,2020-02-18,".....Mini is illegally buying the Democrat Nomination. They are taking it away from Bernie again. Mini Mike, Major Party Nominations are not for sale! Good luck in the debate tomorrow night and remember, no standing on boxes!",66028,15464
5435,2020-02-18,"The United States cannot, &amp; will not, become such a difficult place to deal with in terms of foreign countries buying our product, including for the always used National Security excuse, that our companies will be forced to leave in order to remain competitive. We want to sell...",45351,11034
5313,2020-02-18,.....existence of these tweets in which you were so harshly negative about the President &amp; the people who support him. Don’t you think we wanted to know that before we put you on this jury.’ Pretty obvious he should (get a new trial). I think almost any judge in the Country.....,43368,10153
5515,2020-02-18,"The Mayor’s efforts to shield illegal aliens endangers the lives of the public and law enforcement who have to go into the field to apprehend those released. He shouldn’t be urging illegals to beat the system, he should be urging them to safely turn themselves in! https://t.co/sSJodorcVr",67780,20983
5502,2020-02-18,"RT @DHS_Wolf: Building a border wall system, at one time, was very bipartisan and nonpolitical. It's only now that some are choosing politi…",0,8599
5450,2020-02-18,.....existence of these tweets in which you were so harshly negative about the President &amp; the people who support him. Don’t you think we wanted to know that before we put you on this jury.’ Pretty obvious he should (get a new trial). I think almost any judge in the Country.....,34883,8693
5452,2020-02-18,".....would order a new trial, I’m not so sure about Judge Jackson, I don’t know.” @Judgenap (Andrew Napolitano) @foxandfriends",32514,8049
5237,2020-02-18,Thank you Clint! https://t.co/MTYAIiilna,117721,17835
5252,2020-02-18,RT @NASCAR: https://t.co/euuHYxPHxj,0,38881
5468,2020-02-18,THANK YOU! #MAGA #KAG2020 https://t.co/rpJa1nxCLm,32858,8102
5428,2020-02-18,"....product and goods to China and other countries. That’s what trade is all about. We don’t want to make it impossible to do business with us. That will only mean that orders will go to someplace else. As an example, I want China to buy our jet engines, the best in the World....",11783,3253
5582,2020-02-18,THANK YOU! #MAGA #KAG2020 https://t.co/zQdibE0KWk,11925,2832
5491,2020-02-18,"...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A &amp; more, I would be at 70%. Oh well, what can you do? https://t.co/3isBydxTXw",22400,4937
5372,2020-02-18,"....I have seen some of the regulations being circulated, including those being contemplated by Congress, and they are ridiculous. I want to make it EASY to do business with the United States, not difficult. Everyone in my Administration is being so instructed, with no excuses...",10048,2624
5608,2020-02-18,"I hope the Federal Judges Association will discuss the tremendous FISA Court abuse that has taken place with respect to the Mueller Investigation Scam, including the forging of documents and knowingly using the fake and totally discredited Dossier before the Court. Thank you!",94901,25177
5275,2020-02-18,"RT @XfinityRacing: You didn't think we were getting through this without the Big One, right? #DAYTONA500 https://t.co/DKyXLKNUky",0,3686
5371,2020-02-18,....THE UNITED STATES IS OPEN FOR BUSINESS!,12518,3353
5623,2020-02-18,RT @alx: I’m in tears 😂 https://t.co/xrKWquVQ6Z,0,9195
5600,2020-02-18,"Mini Mike. No, I would rather run against you!",92545,14798
5638,2020-02-18,"...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A &amp; more, I would be at 70%. Oh well, what can you do? https://t.co/8TJf1JjLpn",63109,15500
5355,2020-02-18,"The Crooked DNC is working overtime to take the Democrat Nomination away from Bernie, AGAIN! Watch what happens to the Super Delegates in Round Two. A Rigged Convention!",84679,19197
5639,2020-02-18,THANK YOU! #MAGA #KAG2020 https://t.co/uWMjL52f5O,46520,9775
5659,2020-02-18,RT @DanScavino: https://t.co/XTZLj8OyhB,0,6089
5311,2020-02-18,".....would order a new trial, I’m not so sure about Judge Jackson, I don’t know.” @Judgenap (Andrew Napolitano) @foxandfriends",40796,9609
5663,2020-02-18,RT @alx: I’m in tears 😂 https://t.co/xrKWquVQ6Z,0,25627
5325,2020-02-18,"....badly tainted and, in my opinion, should be thrown out. Even Mueller’s statement to Congress that he did not see me to become the FBI Director (again), has been proven false. The whole deal was a total SCAM. If I wasn’t President, I’d be suing everyone all over the place...",43784,11163
5324,2020-02-18,....BUT MAYBE I STILL WILL. WITCH HUNT!,41275,10397
5314,2020-02-18,"“Judge Jackson now has a request for a new trial based on the unambiguous &amp; self outed bias of the foreperson of the jury, whose also a lawyer, by the way. ‘Madam foreperson, your a lawyer, you have a duty, an affirmative obligation, to reveal to us when we selected you the.....",70518,17161
5337,2020-02-18,"These were Mueller prosecutors, and the whole Mueller investigation was illegally set up based on a phony and now fully discredited Fake Dossier, lying and forging documents to the FISA Court, and many other things. Everything having to do with this fraudulent investigation is...",60396,16362
6119,2020-02-19,"Heading to Arizona, big rally and big crowd! #MAGA #KAG2020",56119,9783
5738,2020-02-19,"RT @RepMarkMeadows: A brazen attempt at gaslighting from the media here.

We have a long documented trail and an IG report showing high lev…",0,10965
5734,2020-02-19,RT @TomFitton: The coup cabal is worried about Barr:... https://t.co/8Fht75xPFu,0,4886
5733,2020-02-19,RT @TomFitton: FISA Fraud of Historic Proportions And DOJ is Complaining About @realDonaldTrump's Tweets? Remarkable.,0,7533
5729,2020-02-19,"RT @RepLeeZeldin: The more drained out the swamp gets, the more the swamp creatures act out in protest.",0,8929
5675,2020-02-19,Congratulations to Eddie DeBartolo Jr. and your wonderful family of friends! https://t.co/IJu93xjiQS,46366,9725
5710,2020-02-19,"RT @RepLeeZeldin: “When law ends, tyranny begins.”

The Trump-Russia collusion hoax was rigged w/gross misconduct!

The targeting of AG Bar…",0,8534
6124,2020-02-19,RT @WhiteHouse: LIVE: President @realDonaldTrump Delivers Remarks on Water Accessibility https://t.co/pQz0zuDqoj,0,7085
5705,2020-02-19,"RT @RepLeeZeldin: Angry is a big time understatement. Pelosi, Schiff, and Nadler should be stripped of their gavels and the Dems should be…",0,8333
6110,2020-02-19,RT @kevinomccarthy: Can’t wait to be home. See you soon Bakersfield! #KAG2020 🇺🇸 https://t.co/3t7kc9HHW9,0,7859
6037,2020-02-19,"RT @realDonaldTrump: ...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Ve…",0,15500
6091,2020-02-19,"RT @USMC: Today marks 75 years since the Marine Corps launched an amphibious assault onto the island of Iwo Jima, beginning one of the bloo…",0,13897
5893,2020-02-19,"RT @JudicialWatch: .@TomFitton: ""[The Deep State] is concerned that AG Barr might do the right thing and they are desperate to do everythin…",0,7767
5898,2020-02-19,RT @TomFitton: President @realDonaldTrump has a positive constitutional obligation to speak up about DOJ corruption. https://t.co/FMTTT7CsJP,0,5151
5823,2020-02-19,"RT @TomFitton: Meanwhile, Obama gang interfered in Russia election interference investigation to protect Obama's emails while crookedly spy…",0,7924
5832,2020-02-19,"RT @TomFitton: Over 11 years ago, FBI interviewed Barack Obama about sale of his Senate seat. There's a  FBI ""302"" report of interview.

Ra…",0,10178
5920,2020-02-19,Kerry &amp; Murphy illegally violated the Logan Act. This is why Iran is not making a deal. Must be dealt with strongly! https://t.co/RpTW9c09ZY,54081,19072
50,2020-02-19,"RT @RepMarkMeadows: The FBI lied to the FISA Court 17 times, using knowingly false info in FISA applications, concealed exonerating evidenc…",0,9875
5926,2020-02-19,RT @TomFitton: Speaking of the Logan Act....,0,6170
5927,2020-02-19,RT @TomFitton: .@JudicialWatch doing the heavy lifting exposing the worst corruption scandal in American history.,0,6376
5878,2020-02-19,"RT @TomFitton: Barr should clean house at DOJ...@realDonalldTrump,was the victim of a seditious conspiracy out of DOJ/FBI, etc. President T…",0,7954
5965,2020-02-19,"Is corrupt Bloomberg News going to say what a pathetic debater Mini Mike is, that he doesn’t respect our great farmers, or that he has violated campaign finance laws at the highest and most sinister level with “payoffs” all over the place?",109280,24422
5953,2020-02-19,"RT @seanmdav: You all but accused Michael Flynn of treason for talking to world leaders on behalf of the incoming president.

And now you w…",0,15639
5989,2020-02-19,"Highest Stock Market In History, By Far!",101388,16425
5993,2020-02-19,"I would like to thank John Rood for his service to our Country, and wish him well in his future endeavors! https://t.co/kPA1rYCKvp",30380,6820
6012,2020-02-19,RT @ANI: #WATCH US President Donald Trump in Washington on his visit to India: I happen to like PM Modi a lot. He told me we will have 7 mi…,0,8530
6046,2020-02-19,RT @WIONews: #NamasteTrump | A 22-kilometre long roadshow is planned in Ahmedabad to welcome the United States President @realDonaldTrump o…,0,4071
6048,2020-02-19,"RT @IndiaToday: Here's all that you need to know about US President Donald Trump's visit to India.
#ITVideo 
More videos: https://t.co/wMGG…",0,3958
61,2020-02-19,RT @Bhuvanbagga: The world's newest &amp; biggest #cricket stadium -- also the venue of joint Modi-Trump visit in western #India's Gujarat stat…,0,4126
6061,2020-02-19,"Internal REAL Polls show I am beating all of the Dem candidates. The Fake News Polls (here we go again, just like 2016) show losing or tied. Their polls will be proven corrupt on November 3rd, just like the Fake News is corrupt!",102293,23111
6076,2020-02-19,"Rod Blagojevich did not sell the Senate seat. He served 8 years in prison, with many remaining. He paid a big price. Another Comey and gang deal! Thank you to @LisaMarieBoothe who really “gets” what’s going on! @FoxNews",77314,19272
5689,2020-02-19,"There must be JUSTICE. This can never happen to a President, or our Country, again! https://t.co/5epW4JPYkF",53714,15609
5869,2020-02-19,"RT @TomFitton: Breaking: @realDonaldTrump is the President. 

Reagan ordered halt of a criminal grand jury investigation against British Ai…",0,6641
6479,2020-02-20,"RT @ericbolling: While the @dccc tries to figure out what went wrong after having 3 years to prepare for #IowaCaucuses-

The @GOP results:…",0,4688
6639,2020-02-20,"Wow, thank you — on my way!! https://t.co/iGs4UQKLfF",85619,17480
6493,2020-02-20,This makes Mini Mike look good compared to his performance last night. Worst debate performance in history! https://t.co/oUTz9njZPg,70721,16604
6456,2020-02-20,"RT @GOPChairwoman: The contrast at the #StateOfTheUnion will be clear:
 
@realDonaldTrump has a booming economy, countless successes like #…",0,5754
6444,2020-02-20,"RT @WhiteHouse: ""America is a nation built by farmers."" — President @realDonaldTrump 🇺🇸 https://t.co/P9jpYSdZwf",0,10457
6540,2020-02-20,"“I don’t think there’s any chance whatsoever of Senator Sanders defeating President Trump.” Mini Mike Bloomberg. Mini, there’s even less chance, especially after watching your debate performance last night, of you winning the Democrat nomination...But I hope you do!",98075,18768
6517,2020-02-20,"“They say Roger Stone lied to Congress.” @CNN  OH, I see, but so did Comey (and he also leaked classified information, for which almost everyone, other than Crooked Hillary Clinton, goes to jail for a long time), and so did Andy McCabe, who also lied to the FBI! FAIRNESS?",105702,29933
6528,2020-02-20,"John Kerry and Senator Chris Murphy grossly violated the Logan Act with respect to Iran. If a Republican did what they did, there would be very serious ramifications!",103272,26509
6624,2020-02-20,"Just arrived in Colorado, see everyone soon! https://t.co/53jW6iKIjn",48408,9898
6550,2020-02-20,“The decision not to prosecute Andy McCabe is utterly inexplicable.” @Judgenap  @HARRISFAULKNER @FoxNews,56335,14912
6564,2020-02-20,“The real winner last night was Donald Trump.” Mini Mike Bloomberg. I agree!,76109,13838
6581,2020-02-20,RT @WhiteHouse: LIVE: President @realDonaldTrump gives Hope for Prisoners commencement address! https://t.co/h3Jke7zOpV,0,7708
6611,2020-02-20,"Could somebody at @foxnews please explain to Trump hater A.B. Stoddard (zero talent!) and @TeamCavuto, that I won every one of my debates, from beginning to end. Check the polls taken immediately after the debates. The debates got me elected. Must be Fox Board Member Paul Ryan!",81453,20056
6503,2020-02-20,"RT @realDonaldTrump: This is the REAL Mini Mike. He admitted, many times, that he is “a fan of Donald Trump. He’s a New York ICON.” Thank y…",0,16539
6600,2020-02-20,"It was my great honor to deliver the commencement address at the @LVMPD’s Hope for Prisoners Graduation Ceremony today, where we reaffirmed that America is a nation that believes in REDEMPTION! https://t.co/WwJ5eHjTzl",42778,10989
97,2020-02-20,"RT @PressSec: Arizona is BOOMING thanks to President @realDonaldTrump. Unemployment is falling &amp; labor force participation is rising!

✅239…",0,6796
6272,2020-02-20,“What has happened to Roger Stone should never happen to anyone in our Country again.” @TuckerCarlson @FoxNews,64171,13564
6209,2020-02-20,Wow! https://t.co/pXcAIFUt1u,97404,20607
6232,2020-02-20,"A beautiful evening in Phoenix, Arizona with Great American Patriots. THANK YOU! https://t.co/kZ9fDTBiXa",57974,13019
6244,2020-02-20,"The Democrat party is the party of high taxes, high crime, open borders, late-term abortion, socialism, blatant corruption, and the total destruction of your Second Amendment. The Republican Party is the party of the American Worker, the American Family, and the American Dream! https://t.co/GhyS5MD8Q9",72026,19922
6265,2020-02-20,https://t.co/1XnhyX8jb2,56473,14061
6431,2020-02-20,A really great moment! https://t.co/wLGzGi34Rv,40419,9055
6282,2020-02-20,"Thank you Arizona! With your help, your devotion, and your drive, we are going to keep on working, we are going to keep on fighting, and we are going to keep ON WINNING! America is thriving like never before, and the BEST IS YET TO COME! https://t.co/e3tlNLzU7p",76500,17970
6171,2020-02-20,"I AM ON MY WAY, SEE YOU SOON! https://t.co/EgUBqPNlYh",109744,21296
6305,2020-02-20,"Mini Mike Bloomberg’s debate performance tonight was perhaps the worst in the history of debates, and there have been some really bad ones. He was stumbling, bumbling and grossly incompetent. If this doesn’t knock him out of the race, nothing will. Not so easy to do what I did!",125306,22524
6326,2020-02-20,".@JRubinBlogger (Jennifer Rubin), the wacko “conservative” of the @washingtonpost, must learn how to spell the name Bloomberg before it is too late &amp; he is gone! https://t.co/a8IBH60sx0",34528,7544
6197,2020-02-20,"I am pleased to announce that our highly respected Ambassador to Germany, @RichardGrenell, will become the Acting Director of National Intelligence. Rick has represented our Country exceedingly well and I look forward to working with him. I would like to thank Joe Maguire....",83087,19104
6346,2020-02-20,"This is the REAL Mini Mike. He admitted, many times, that he is “a fan of Donald Trump. He’s a New York ICON.” Thank you Mike! https://t.co/KkqMdVMcdk",61330,16539
6146,2020-02-20,"RT @DanScavino: WOW! President @realDonaldTrump is departing Bakersfield, California for Phoenix, Arizona — now! 

#TrumpRallyPhoenix #KAG2…",0,9767
92,2020-02-20,https://t.co/eXpCUQDwU5,43382,13662
6375,2020-02-20,"RT @BorisEP: A billionaire is definitely winning this #DemDebate. 

It’s @realDonaldTrump. https://t.co/IhFBqbEiPo",0,5887
6138,2020-02-20,"RT @TeamTrump: Here is the line for the Trump Rally in Phoenix tonight!

HUGE!

#TrumpRallyPhoenix https://t.co/tggvnP5iu6",0,14203
6396,2020-02-20,"RT @TeamTrump: President @realDonaldTrump will be taking the stage in Phoenix shortly.

Here are some of the GREAT things he is doing for A…",0,3795
6408,2020-02-20,"RT @PressSec: Earlier today, President @realDonaldTrump delivered on his promise to protect the security of our homegrown food supply by si…",0,6284
6416,2020-02-20,"RT @TeamTrump: While Democrats debate how they plan to destroy the country, President @realDonaldTrump is fighting for YOU!

#DemDebate htt…",0,6286
6430,2020-02-20,"RT @WhiteHouse: A Congressional delegation brought water accessibility issues to President @realDonaldTrump's attention—and he said ""Let's…",0,8182
6363,2020-02-20,"RT @GOPChairwoman: Who is actually delivering for Latinos? @realDonaldTrump.

✅ Record-low unemployment
✅ Record-low poverty rate
✅ Record-…",0,5599
6181,2020-02-20,"....for the wonderful job he has done, and we look forward to working with him closely, perhaps in another capacity within the Administration!",41033,8537
6672,2020-02-21,"I was thrilled to be back in Colorado Springs tonight, beneath the majestic peaks of the Rocky Mountains, with thousands of terrific, hardworking American Patriots. With your help, this November, we are going to defeat the Radical Socialist Dems, and we are going to WIN Colorado! https://t.co/uagWRzFlBs",75549,18083
7001,2020-02-21,Great! https://t.co/eDf8ltInmH,38799,7292
6838,2020-02-21,RT @DanScavino: .@MikeBloomberg is paying millions of $ for social media influencers and shitty memes while @realDonaldTrump is paying zero…,0,17478
6690,2020-02-21,"Thank you to our great US Ambassador to Germany, @RichardGrenell, for stepping in to serve as acting DNI. I will be nominating a terrific candidate for the job very soon. Stay tuned!",60338,12195
6652,2020-02-21,"RT @TeamTrump: LIVE: President Trump in Colorado Springs, CO #TrumpRallyCO

Text TRUMP to 88022 https://t.co/pmHmSTUftl",0,6841
7198,2020-02-21,"Republicans are fighting for citizens from every background, every community, &amp; every walk of life. We are the party of boundless optimism, excitement, energy &amp; enthusiasm. We are welcoming Americans of all parties &amp; political persuasions to join our incredible movement to #MAGA! https://t.co/KeSW3yR4Mq",62514,17317
6718,2020-02-21,"RT @JuddPDeere45: .@RichardGrenell is my friend and a tremendous public servant. His appointment by @realDonaldTrump is historic, making hi…",0,7388
6988,2020-02-21,"RT @RFERL: A week-long ""reduction in violence"" between the Taliban and U.S. and Afghan security forces will begin at midnight local time. h…",0,3260
